"Country Name","Country Code","Indicator Name","Indicator Code","1960","1970","1980","1990","2000","2010","2011","2012","2013","2014","2015","2016","2017","2018",""
"Aruba","ABW","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","26.3745032100275","26.1948752380219","24.6705288731078","24.5058352032767","13.1555416906324","8.35129425218293","8.408362637892","","","","",""
"Afghanistan","AFG","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","0.0460598969515529","0.150290626842792","0.132858608266526","0.213449805430825","0.0385063399794444","0.293836993688923","0.412016938260872","0.350370580694022","0.315601773217989","0.299444990875517","","","","",""
"Angola","AGO","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","0.097471603786658","0.528697987908295","0.598717342859383","0.420284253935093","0.580352661444089","1.24340558491456","1.2527892548547","1.33084301775372","1.25461721786853","1.29132831504477","","","","",""
"Albania","ALB","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","1.25819492789657","1.75323990542637","1.93505831031996","1.67810665434977","0.978174680894664","1.57857358391855","1.80371472482914","1.692908325435","1.74921107861166","1.97876331208568","","","","",""
"Andorra","AND","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","7.46733566933901","8.01928429423459","6.12259470212791","5.86712994471708","5.91659691135616","5.90075258701787","5.83216995064565","","","","",""
"Arab World","ARB","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","0.643689011230035","1.80124546196884","3.06920881865171","2.98900807203007","3.68444127176971","4.61575820147529","4.53775523602928","4.81363072670862","4.65047416848542","4.86023383242015","","","","",""
"United Arab Emirates","ARE","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","0.118757691560334","64.7450137792517","35.4041197869499","27.9592452103943","35.6782592296172","19.4436902679391","19.0764887762721","19.8176842234884","18.9541637858011","23.3020225078816","","","","",""
"Argentina","ARG","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","2.36747303164667","3.45115979780302","3.86885306737151","3.42648198325077","3.83557366545331","4.55849961171786","4.60029069868628","4.56938367601348","4.46290375453177","4.74679745467325","","","","",""
"Armenia","ARM","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","1.12891860406022","1.46562189488728","1.71007076482979","1.97606007379797","1.89971173409172","1.9027589101995","","","","",""
"American Samoa","ASM","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","",""
"Antigua and Barbuda","ATG","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","0.662642982345181","6.88607708128409","1.94729174042101","4.23352225020991","4.1239710949464","5.53956750932274","5.36340747396024","5.41844653171725","5.36045346745175","5.37764854614412","","","","",""
"Australia","AUS","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","8.58293664258675","11.8028905412969","15.0249160087122","15.4528816707784","17.2006098261369","17.7408450531619","17.5388777559057","17.0729046803908","16.0958331735351","15.3887660194467","","","","",""
"Austria","AUT","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","4.37331882803344","6.78880730716105","6.92847899968117","7.51324615615048","7.77425973898237","8.07113180231399","7.74813430456944","7.38707716295308","7.36874814486104","6.86986792967669","","","","",""
"Azerbaijan","AZE","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","3.66627102850185","3.38822587905988","3.64617987716669","3.82487717012357","3.78506883600917","3.93156060898919","","","","",""
"Burundi","BDI","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","0.0180399617317484","0.0356294681060635","0.0385970419626197","0.0423950108003711","0.0242600317328871","0.0267619600712467","0.030296972759882","0.0301757695111324","0.0444853762564713","","","","",""
"Belgium","BEL","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","9.94159407412845","13.0101788101329","13.7232962736892","10.6396716729644","11.2296676990611","10.1714652153634","9.05433001058862","8.56287874995543","8.68954309131301","8.32815989783976","","","","",""
"Benin","BEN","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","0.0663540632548974","0.0969526222899799","0.139097134509768","0.14215759136896","0.232860968567938","0.553283259010318","0.559693353692425","0.562347006319148","0.580960914297046","0.61421385181193","","","","",""
"Burkina Faso","BFA","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","0.00911190221001522","0.0254263414287238","0.063420190087915","0.066173050745236","0.0897168507561461","0.125717252121518","0.137496219353131","0.158663009401362","0.179132409048047","0.162018806234081","","","","",""
"Bangladesh","BGD","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","0.0937557428508794","0.146281294377981","0.211802224728946","0.393936699015154","0.41201118567064","0.433487963070874","0.442400827683764","0.459141964802809","","","","",""
"Bulgaria","BGR","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","2.83390112126359","7.21342437205919","8.74423866745434","8.5430107903053","5.32803434248386","5.9649002061902","6.71538056004032","6.11945652602394","5.4506959628306","5.87161586934993","","","","",""
"Bahrain","BHR","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","3.54447844262346","12.1942992874109","21.9171436669186","25.0588549616781","28.0509107542122","23.5854808995682","22.4133347519184","20.5148509825668","23.8043569652375","23.4497548258489","","","","",""
"Bahamas, The","BHS","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","3.7497626177781","15.2003141348891","37.9301009679058","7.61049559952562","5.60101044009534","4.5833434950337","5.0918328932149","5.29293703079516","7.42654013360195","6.3232575117291","","","","",""
